,id,score,word_sent,total_time,date,attempts,time_find_word,length,vowels,win
2,62cc5ba61cca84028162bba3,1.0,marlise,6.034006156000032,2022-07-11T17:19:36.420002,3,2.3392694249996566,7,3,True
0,62cc4e1af18b6d7efd74e39a,0.25,caro,12.644305392001115,2022-07-11T16:21:47.056838,1,2.741751898000075,4,2,True
1,62cc4e1af18b6d7efd74e39a,0.25,alta,12.644305392001115,2022-07-11T16:21:47.696845,2,2.741751898000075,4,2,True
2,62cc4e1af18b6d7efd74e39a,0.25,dean,12.644305392001115,2022-07-11T16:21:48.376934,3,2.741751898000075,4,2,True
3,62cc4e1af18b6d7efd74e39a,1.0,unas,12.644305392001115,2022-07-11T16:21:49.116831,4,2.741751898000075,4,2,True
0,62bb02f36f62cf58738a4e32,0.3636363636363636,peloritanos,6.468509820999316,2022-06-28T13:32:36.514828,1,,11,5,True
1,62bb02f36f62cf58738a4e32,1.0,competencia,6.468509820999316,2022-06-28T13:32:37.471448,2,,11,5,True
0,62b92cc3b18b58a8b33cd3aa,0.1111111111111111,contentos,2.600617708001664,2022-06-27T04:06:28.643720,1,,9,3,True
1,62b92cc3b18b58a8b33cd3aa,1.0,scarlatti,2.600617708001664,2022-06-27T04:06:29.317983,2,,9,3,True
0,62ba53eee27560ca5f8e2956,0.0,marido,4.388995711999087,2022-06-28T01:05:51.542208,1,,6,3,True
1,62ba53eee27560ca5f8e2956,0.3333333333333333,puente,4.388995711999087,2022-06-28T01:05:52.299768,2,,6,3,True
2,62ba53eee27560ca5f8e2956,0.5,juzgue,4.388995711999087,2022-06-28T01:05:52.980007,3,,6,3,True
