,id,score,word_sent,total_time,date,attempts,time_find_word,length,vowels,win
3,62ba53eee27560ca5f8e2956,1.0,busque,4.388995711999087,2022-06-28T01:05:53.681574,4,,6,3,True
0,62bb4661419616b2b97b3f68,0.4,enlentecimiento,12.126939269001014,2022-06-28T18:20:18.260808,1,,15,7,True
1,62bb4661419616b2b97b3f68,1.0,norteamericanas,12.126939269001014,2022-06-28T18:20:19.580490,2,,15,7,True
0,62cc570d52c378a1a5f110f8,0.4,cuida,10.513803957999698,2022-07-11T16:59:57.815917,1,2.35616943399873,5,3,True
1,62cc570d52c378a1a5f110f8,0.6,quena,10.513803957999698,2022-07-11T16:59:58.515906,2,2.35616943399873,5,3,True
2,62cc570d52c378a1a5f110f8,1.0,juega,10.513803957999698,2022-07-11T16:59:59.235887,3,2.35616943399873,5,3,True
0,62cc5668147c89413dab50e5,0.5,cotidianos,10.791933815000448,2022-07-11T16:57:13.884788,1,2.45927626699995,10,5,True
1,62cc5668147c89413dab50e5,0.4,atraviesan,10.791933815000448,2022-07-11T16:57:14.870584,2,2.45927626699995,10,5,True
2,62cc5668147c89413dab50e5,1.0,existirian,10.791933815000448,2022-07-11T16:57:15.524831,3,2.45927626699995,10,5,True
0,62bd9e0492c07708e7f53bbd,0.2857142857142857,camaras,5.392239262000004,2022-06-30T12:58:45.295953,1,2.1491035189999934,7,3,True
1,62bd9e0492c07708e7f53bbd,0.2857142857142857,citando,5.392239262000004,2022-06-30T12:58:46.070932,2,2.1491035189999934,7,3,True
2,62bd9e0492c07708e7f53bbd,1.0,cobalto,5.392239262000004,2022-06-30T12:58:46.705164,3,2.1491035189999934,7,3,True
0,62bda394f214c5645f157f23,0.3636363636363636,peloritanos,2.4323132639999585,2022-06-30T13:22:29.419544,1,1.431813092999846,11,5,True
1,62bda394f214c5645f157f23,1.0,desempeñado,2.4323132639999585,2022-06-30T13:22:30.181894,2,1.431813092999846,11,5,True
0,62cc51e5b9da5504aa5f8050,0.5,copernicanas,9.249659236000298,2022-07-11T16:37:58.439276,1,1.5362668800007668,12,5,True
1,62cc51e5b9da5504aa5f8050,1.0,encarcelados,9.249659236000298,2022-07-11T16:37:59.235884,2,1.5362668800007668,12,5,True
0,62cc5e451e2ebc89b6def199,0.1666666666666666,marido,3.4281322639999416,2022-07-11T17:30:46.213186,1,2.253123622000203,6,3,True
1,62cc5e451e2ebc89b6def199,0.5,severo,3.4281322639999416,2022-07-11T17:30:46.957342,2,2.253123622000203,6,3,True
2,62cc5e451e2ebc89b6def199,1.0,tesoro,3.4281322639999416,2022-07-11T17:30:47.728466,3,2.253123622000203,6,3,True
0,62bc6b4dd0c67da76c36d2b9,0.5,sant,6.4291139319998365,2022-06-29T15:10:07.318399,1,4.666014019999693,4,1,True
1,62bc6b4dd0c67da76c36d2b9,0.5,spam,6.4291139319998365,2022-06-29T15:10:09.138181,2,4.666014019999693,4,1,True
2,62bc6b4dd0c67da76c36d2b9,1.0,shaw,6.4291139319998365,2022-06-29T15:10:10.237051,3,4.666014019999693,4,1,True
0,62bb4f066b368afcac72a2d7,0.25,cortadas,10.255175171005249,2022-06-28T18:57:10.879395,1,,8,3,True
1,62bb4f066b368afcac72a2d7,1.0,paniscus,10.255175171005249,2022-06-28T18:57:11.838885,2,,8,3,True
0,62b92c06b18b58a8b33cd3a2,0.2857142857142857,contras,2.5252628060006828,2022-06-27T04:03:19.477711,1,,7,2,True
1,62b92c06b18b58a8b33cd3a2,1.0,ohrdruf,2.5252628060006828,2022-06-27T04:03:20.161693,2,,7,2,True
0,62b91418bb913dc50f84ff48,0.1111111111111111,retirados,13.390323080002418,2022-06-27T02:21:14.132057,1,,9,4,True
1,62b91418bb913dc50f84ff48,0.1111111111111111,predicado,13.390323080002418,2022-06-27T02:21:17.415990,2,,9,4,True
2,62b91418bb913dc50f84ff48,1.0,mordechai,13.390323080002418,2022-06-27T02:21:21.799076,3,,9,4,True
0,62cc5e221e2ebc89b6def194,0.4545454545454545,reiniciaron,6.113189792000412,2022-07-11T17:30:11.790710,1,2.1504859699998637,11,6,True
1,62cc5e221e2ebc89b6def194,0.6363636363636364,cooperacion,6.113189792000412,2022-07-11T17:30:12.493868,2,2.1504859699998637,11,6,True
2,62cc5e221e2ebc89b6def194,1.0,elaboracion,6.113189792000412,2022-07-11T17:30:13.207978,3,2.1504859699998637,11,6,True
0,62bb0bfc08db385bff50da06,0.4,cotidianos,11.058697808002762,2022-06-28T14:11:09.110553,1,,10,5,True
1,62bb0bfc08db385bff50da06,1.0,reconcilio,11.058697808002762,2022-06-28T14:11:10.094844,2,,10,5,True
0,62cc5328b9da5504aa5f8059,0.3,cotidianos,2.826138273001561,2022-07-11T16:43:20.975294,1,1.637299723999604,10,5,True
1,62cc5328b9da5504aa5f8059,1.0,anarquismo,2.826138273001561,2022-07-11T16:43:21.795127,2,1.637299723999604,10,5,True
0,62bd270e2a084e04126ae767,0.3333333333333333,marido,4.938252562002162,2022-06-30T04:31:11.088579,1,3.893726459999016,6,3,True
1,62bd270e2a084e04126ae767,0.3333333333333333,citera,4.938252562002162,2022-06-30T04:31:13.425332,2,3.893726459999016,6,3,True
2,62bd270e2a084e04126ae767,1.0,russia,4.938252562002162,2022-06-30T04:31:14.177995,3,3.893726459999016,6,3,True
0,62b9137d50aef8665dadd83a,0.2857142857142857,camaras,26.252261064000777,2022-06-27T02:18:38.771317,1,,7,3,True
1,62b9137d50aef8665dadd83a,0.2857142857142857,huertos,26.252261064000777,2022-06-27T02:18:42.769703,2,,7,3,True
2,62b9137d50aef8665dadd83a,0.8571428571428571,orestis,26.252261064000777,2022-06-27T02:18:51.052815,3,,7,3,True
3,62b9137d50aef8665dadd83a,1.0,orestes,26.252261064000777,2022-06-27T02:18:57.668937,4,,7,3,True
0,62b92c4fb18b58a8b33cd3a6,0.3636363636363636,reiniciaron,2.419796767000662,2022-06-27T04:04:32.559925,1,,11,6,True
1,62b92c4fb18b58a8b33cd3a6,1.0,neokantiano,2.419796767000662,2022-06-27T04:04:33.158619,2,,11,6,True
0,62ba55dbe27560ca5f8e2967,0.2222222222222222,contentos,5.460664500000348,2022-06-28T01:14:05.181051,1,,9,3,True
1,62ba55dbe27560ca5f8e2967,0.3333333333333333,vislumbro,5.460664500000348,2022-06-28T01:14:05.966349,2,,9,3,True
2,62ba55dbe27560ca5f8e2967,1.0,philosoph,5.460664500000348,2022-06-28T01:14:06.875351,3,,9,3,True
0,62b910425a023240d75fb2ed,0.2222222222222222,acuciando,7.788184782999451,2022-06-27T02:04:51.621732,1,,9,5,True
1,62b910425a023240d75fb2ed,1.0,manejaria,7.788184782999451,2022-06-27T02:04:52.379233,2,,9,5,True
0,62ba5315e27560ca5f8e2951,0.25,parecido,14.18471273799878,2022-06-28T01:02:14.278557,1,,8,4,True
1,62ba5315e27560ca5f8e2951,0.375,valiente,14.18471273799878,2022-06-28T01:02:15.261980,2,,8,4,True
2,62ba5315e27560ca5f8e2951,1.0,bailable,14.18471273799878,2022-06-28T01:02:15.978545,3,,8,4,True
0,62cc5c971cca84028162bba8,0.3333333333333333,copernicanas,2.8246607309993124,2022-07-11T17:23:36.244258,1,1.6354717289996188,12,5,True
1,62cc5c971cca84028162bba8,1.0,pretendieron,2.8246607309993124,2022-07-11T17:23:36.961893,2,1.6354717289996188,12,5,True
0,62cc675f9868a0951f3dbfe3,0.375,parecido,5.793100075999973,2022-07-11T18:09:36.683510,1,1.7419502230004582,8,4,True
1,62cc675f9868a0951f3dbfe3,1.0,proteina,5.793100075999973,2022-07-11T18:09:37.603409,2,1.7419502230004582,8,4,True
0,62cc67c79155744d024c84bf,0.4444444444444444,acuciando,3.660679242999322,2022-07-11T18:11:20.250308,1,2.4686155089984823,9,5,True
1,62cc67c79155744d024c84bf,0.6666666666666666,variacion,3.660679242999322,2022-07-11T18:11:21.110324,2,2.4686155089984823,9,5,True
2,62cc67c79155744d024c84bf,1.0,relaciona,3.660679242999322,2022-07-11T18:11:21.812566,3,2.4686155089984823,9,5,True
0,62cd77ed214aa85635518eaa,0.3333333333333333,cartas,5.7205174069999885,2022-07-12T13:32:29.996007,1,2.13521876599998,6,2,True
1,62cd77ed214aa85635518eaa,0.5,lograr,5.7205174069999885,2022-07-12T13:32:30.674851,2,2.13521876599998,6,2,True
2,62cd77ed214aa85635518eaa,1.0,llevar,5.7205174069999885,2022-07-12T13:32:31.362615,3,2.13521876599998,6,2,True
0,62d1a025fd1a1eb441af1a33,0.625,parecido,5.317210232999969,2022-07-15T17:13:09.766842,1,1.7428589340001963,8,4,True
1,62d1a025fd1a1eb441af1a33,1.0,paradoja,5.317210232999969,2022-07-15T17:13:10.739960,2,1.7428589340001963,8,4,True
0,62cc78548089b6a176949887,0.2222222222222222,retirados,7.047262583997508,2022-07-11T19:21:57.464238,1,3.148201694999443,9,4,True
1,62cc78548089b6a176949887,0.3333333333333333,urbanismo,7.047262583997508,2022-07-11T19:21:58.459171,2,3.148201694999443,9,4,True
2,62cc78548089b6a176949887,0.4444444444444444,sopranino,7.047262583997508,2022-07-11T19:21:59.140702,3,3.148201694999443,9,4,True
3,62cc78548089b6a176949887,1.0,asincrono,7.047262583997508,2022-07-11T19:21:59.862970,4,3.148201694999443,9,4,True
0,62cc5cac1cca84028162bbac,0.5,marido,3.3830387680009157,2022-07-11T17:23:57.304573,1,2.252703633999772,6,3,True
1,62cc5cac1cca84028162bbac,0.8333333333333334,reñida,3.3830387680009157,2022-07-11T17:23:58.083959,2,2.252703633999772,6,3,True
2,62cc5cac1cca84028162bbac,1.0,regida,3.3830387680009157,2022-07-11T17:23:58.821873,3,2.252703633999772,6,3,True
0,62cd741a721debaa6dfa57e1,0.4444444444444444,retirados,3.472306092000053,2022-07-12T13:16:10.757878,1,2.3550449829999707,9,4,True
1,62cd741a721debaa6dfa57e1,0.8888888888888888,nutricion,3.472306092000053,2022-07-12T13:16:11.695289,2,2.3550449829999707,9,4,True
2,62cd741a721debaa6dfa57e1,1.0,nutrition,3.472306092000053,2022-07-12T13:16:12.374721,3,2.3550449829999707,9,4,True
0,62cc7bc815e8ce9a5cbe150e,0.125,adquiria,2.685375314002158,2022-07-11T19:36:41.848317,1,1.4331073310022475,8,5,True
1,62cc7bc815e8ce9a5cbe150e,1.0,ideologo,2.685375314002158,2022-07-11T19:36:42.585704,2,1.4331073310022475,8,5,True
0,62cc69db76789d388bf2332b,0.2857142857142857,contras,5.272315326001262,2022-07-11T18:20:11.951391,1,1.4315775860013673,7,2,True
1,62cc69db76789d388bf2332b,1.0,whitman,5.272315326001262,2022-07-11T18:20:12.631920,2,1.4315775860013673,7,2,True
0,62cc61f66dc90bb63fa980c5,0.3333333333333333,retirados,6.531925686002069,2022-07-11T17:46:30.995053,1,2.4554433340017567,9,4,True
1,62cc61f66dc90bb63fa980c5,0.5555555555555556,informaba,6.531925686002069,2022-07-11T17:46:32.017780,2,2.4554433340017567,9,4,True
2,62cc61f66dc90bb63fa980c5,1.0,incorpora,6.531925686002069,2022-07-11T17:46:32.674183,3,2.4554433340017567,9,4,True
0,62d2031dd09b48d2d6935d34,0.4285714285714285,camaras,5.807104973000605,2022-07-16T00:15:25.845985,1,2.2516842229997565,7,3,True
1,62d2031dd09b48d2d6935d34,0.5714285714285714,colinas,5.807104973000605,2022-07-16T00:15:26.623899,2,2.2516842229997565,7,3,True
2,62d2031dd09b48d2d6935d34,1.0,cenizas,5.807104973000605,2022-07-16T00:15:27.363904,3,2.2516842229997565,7,3,True
0,62cca76e97d6c4ab43ccb627,0.1666666666666666,marido,5.557227459001297,2022-07-11T22:42:55.514908,1,1.5820682180019503,6,3,True
1,62cca76e97d6c4ab43ccb627,1.0,coloca,5.557227459001297,2022-07-11T22:42:56.272129,2,1.5820682180019503,6,3,True
